,category_code,brand,price
2098,electronics.smartphone,samsung,229.9
2099,electronics.smartphone,xiaomi,212.08
2100,electronics.smartphone,samsung,717.39
2101,electronics.smartphone,apple,1000.98
2102,electronics.smartphone,samsung,242.63
2103,electronics.smartphone,oppo,256.74
2104,electronics.smartphone,xiaomi,181.12
2105,electronics.smartphone,apple,793.84
2106,electronics.smartphone,samsung,172.23
2107,electronics.telephone,prestigio,8.37
2108,electronics.video.tv,tcl,257.33
2109,electronics.smartphone,apple,928.38
2110,electronics.smartphone,apple,1348.61
2111,electronics.smartphone,xiaomi,189.97
2112,electronics.smartphone,samsung,172.23
2113,electronics.smartphone,samsung,139.68
2114,electronics.video.tv,lg,485.85
2115,electronics.smartphone,apple,722.4
2116,electronics.video.tv,samsung,437.25
2117,electronics.clocks,aimoto,54.06
2118,electronics.tablet,samsung,109.36
2119,electronics.audio.headphone,apple,22.86
2120,electronics.smartphone,apple,1013.86
2121,electronics.smartphone,samsung,242.63
2122,computers.peripherals.monitor,samsung,386.08
2123,electronics.smartphone,oppo,178.87
2124,computers.components.hdd,kingston,64.4
2125,appliances.kitchen.kettle,tefal,46.31
2126,appliances.kitchen.washer,samsung,386.08
2127,electronics.clocks,apple,447.6
2128,electronics.smartphone,samsung,128.42
2129,electronics.smartphone,samsung,242.63
2130,electronics.smartphone,samsung,1029.34
2131,electronics.smartphone,xiaomi,189.97
2132,electronics.smartphone,samsung,242.63
2133,electronics.smartphone,samsung,273.56
2134,electronics.smartphone,apple,1453.0
2135,electronics.smartphone,apple,949.47
2136,electronics.smartphone,apple,722.4
2137,electronics.smartphone,tp-link,84.69
2138,electronics.smartphone,apple,722.4
2139,electronics.smartphone,oppo,178.87
2140,electronics.smartphone,samsung,139.68
2141,appliances.kitchen.blender,philips,180.16
2142,electronics.smartphone,xiaomi,189.97
2143,electronics.smartphone,apple,928.38
2144,electronics.smartphone,samsung,643.23
2145,electronics.smartphone,huawei,164.84
2146,electronics.smartphone,apple,1583.48
2147,appliances.kitchen.washer,midea,102.42
2148,electronics.smartphone,samsung,128.42
2149,appliances.kitchen.washer,lg,308.63
2150,electronics.smartphone,xiaomi,189.97
2151,computers.peripherals.mouse,kingston,71.82
2152,electronics.smartphone,apple,949.47
2153,electronics.smartphone,oppo,178.87
2154,electronics.smartphone,xiaomi,85.88
2155,electronics.smartphone,apple,732.07
2156,electronics.smartphone,samsung,128.42
2157,electronics.smartphone,apple,732.07
2158,electronics.smartphone,samsung,782.22
2159,electronics.smartphone,apple,949.47
2160,electronics.smartphone,samsung,1133.36
2161,electronics.smartphone,samsung,242.63
2162,appliances.kitchen.microwave,arg,56.6
2163,electronics.smartphone,apple,1583.48
2164,electronics.smartphone,samsung,900.64
2165,electronics.smartphone,samsung,242.63
2166,electronics.smartphone,apple,1337.23
2167,electronics.smartphone,samsung,242.63
2168,computers.notebook,lenovo,252.23
2169,electronics.smartphone,samsung,242.63
2170,apparel.shoes.keds,fassen,44.79
2171,electronics.smartphone,xiaomi,189.97
2172,electronics.smartphone,xiaomi,111.62
2173,electronics.smartphone,apple,1013.86
2174,electronics.audio.headphone,apple,160.57
2175,electronics.smartphone,apple,722.4
2176,appliances.kitchen.washer,beko,210.73
2177,electronics.smartphone,apple,977.3
2178,appliances.environment.vacuum,dyson,324.31
2179,electronics.smartphone,apple,1013.86
2180,electronics.smartphone,samsung,172.23
2181,auto.accessories.alarm,starline,157.53
2182,electronics.smartphone,apple,949.47
2183,appliances.environment.vacuum,philips,308.86
2184,electronics.smartphone,apple,1348.61
2185,electronics.smartphone,xiaomi,85.88
2186,electronics.smartphone,xiaomi,212.08
2187,electronics.smartphone,apple,749.67
2188,electronics.tablet,apple,514.3
2189,electronics.smartphone,apple,458.28
2190,computers.peripherals.monitor,samsung,385.66
2191,electronics.smartphone,apple,1052.77
2192,electronics.smartphone,xiaomi,85.88
2193,electronics.video.tv,artel,228.76
2194,electronics.smartphone,bq,40.13
2195,electronics.smartphone,apple,722.4
2196,electronics.smartphone,apple,531.26
2197,appliances.kitchen.kettle,dauscher,14.13
2198,electronics.smartphone,oppo,256.74
2199,computers.peripherals.monitor,samsung,385.66
2200,computers.notebook,hp,223.92
2201,electronics.smartphone,apple,1350.27
2202,computers.components.memory,zeppelin,16.86
2203,electronics.smartphone,samsung,88.29
2204,electronics.smartphone,apple,358.31
2205,auto.accessories.alarm,starline,157.53
2206,computers.components.videocards,msi,251.9
2207,appliances.kitchen.washer,samsung,306.05
2208,electronics.smartphone,samsung,128.42
2209,electronics.smartphone,samsung,172.23
2210,auto.accessories.alarm,starline,138.23
2211,auto.accessories.player,pioneer,64.35
2212,electronics.smartphone,xiaomi,308.44
2213,electronics.smartphone,apple,465.91
2214,appliances.kitchen.refrigerators,lg,463.07
2215,computers.desktop,pulser,823.68
2216,electronics.tablet,huawei,102.4
2217,electronics.smartphone,xiaomi,85.88
2218,electronics.smartphone,samsung,273.56
2219,electronics.smartphone,samsung,224.46
2220,electronics.smartphone,xiaomi,102.16
2221,electronics.smartphone,samsung,242.63
2222,electronics.smartphone,apple,577.89
2223,electronics.smartphone,samsung,242.63
2224,appliances.personal.scales,scarlett,9.47
2225,electronics.smartphone,huawei,91.32
2226,electronics.smartphone,samsung,128.42
2227,electronics.smartphone,samsung,128.42
2228,electronics.clocks,apple,333.08
2229,electronics.smartphone,apple,577.89
2230,electronics.smartphone,xiaomi,212.08
2231,electronics.smartphone,huawei,164.84
2232,electronics.smartphone,apple,949.47
2233,electronics.clocks,apple,427.17
2234,electronics.smartphone,samsung,139.68
2235,electronics.smartphone,samsung,195.06
2236,appliances.kitchen.washer,beko,215.75
2237,electronics.smartphone,huawei,164.84
2238,electronics.smartphone,samsung,771.94
2239,appliances.environment.air_conditioner,artel,898.35
2240,appliances.kitchen.hood,oasis,42.19
2241,electronics.smartphone,huawei,164.84
2242,electronics.tablet,apple,385.83
2243,electronics.smartphone,apple,1337.23
2244,electronics.smartphone,samsung,1029.34
2245,electronics.smartphone,apple,2007.14
2246,apparel.shoes.keds,respect,44.79
2247,auto.accessories.alarm,starline,157.53
2248,appliances.environment.water_heater,ariston,118.38
2249,electronics.audio.headphone,xiaomi,70.79
2250,computers.peripherals.mouse,kingston,71.82
2251,appliances.environment.air_conditioner,elenberg,191.77
2252,electronics.smartphone,apple,949.47
2253,electronics.video.tv,lg,298.31
2254,electronics.smartphone,xiaomi,85.88
2255,appliances.kitchen.grill,maxwell,71.82
2256,electronics.smartphone,samsung,900.64
2257,electronics.smartphone,oppo,256.74
2258,electronics.smartphone,xiaomi,189.97
2259,electronics.smartphone,apple,791.78
2260,electronics.smartphone,samsung,131.53
2261,electronics.smartphone,samsung,242.72
2262,appliances.kitchen.blender,philips,95.21
2263,appliances.kitchen.refrigerators,haier,378.36
2264,kids.carriage,belecoo,100.77
2265,electronics.smartphone,samsung,242.72
2266,electronics.smartphone,samsung,273.56
2267,electronics.smartphone,apple,949.47
2268,electronics.smartphone,oppo,178.87
2269,electronics.smartphone,samsung,128.42
2270,electronics.smartphone,samsung,362.29
2271,electronics.smartphone,inoi,61.49
2272,electronics.smartphone,apple,1348.61
2273,electronics.smartphone,apple,1665.36
2274,electronics.smartphone,samsung,172.23
2275,electronics.smartphone,samsung,242.63
2276,electronics.smartphone,samsung,128.42
2277,electronics.smartphone,apple,577.89
2278,electronics.smartphone,samsung,360.32
2279,electronics.smartphone,apple,722.4
2280,electronics.smartphone,samsung,771.94
2281,electronics.smartphone,apple,949.47
2282,auto.accessories.alarm,starline,139.77
2283,electronics.smartphone,oppo,178.87
2284,electronics.video.tv,lg,459.16
2285,electronics.smartphone,samsung,717.39
2286,electronics.smartphone,samsung,229.9
2287,electronics.smartphone,apple,1177.61
2288,computers.components.hdd,transcend,71.3
2289,electronics.smartphone,samsung,242.63
2290,construction.tools.drill,dewalt,229.32
2291,appliances.kitchen.hob,bosch,326.86
2292,appliances.environment.vacuum,vitek,60.62
2293,electronics.smartphone,samsung,313.78
2294,electronics.smartphone,samsung,139.68
2295,electronics.smartphone,apple,949.47
2296,computers.ebooks,pocketbook,185.08
2297,electronics.telephone,bq,15.42
2298,electronics.smartphone,samsung,242.72
2299,electronics.smartphone,samsung,128.42
2300,appliances.kitchen.washer,samsung,398.95
2301,kids.fmcg.diapers,sweety,8.75
2302,electronics.smartphone,samsung,172.22
2303,electronics.smartphone,samsung,128.42
2304,electronics.audio.headphone,apple,160.57
2305,electronics.smartphone,samsung,139.68
2306,electronics.smartphone,xiaomi,360.11
2307,electronics.smartphone,samsung,195.06
2308,electronics.smartphone,apple,1348.61
2309,electronics.smartphone,xiaomi,144.73
2310,electronics.smartphone,xiaomi,282.88
2311,appliances.kitchen.washer,samsung,306.05
2312,electronics.smartphone,samsung,273.56
2313,electronics.smartphone,xiaomi,308.44
2314,electronics.smartphone,xiaomi,92.64
2315,electronics.smartphone,xiaomi,123.53
2316,electronics.audio.headphone,beats,267.68
2317,electronics.smartphone,samsung,771.94
2318,appliances.kitchen.hood,electrolux,146.7
2319,electronics.smartphone,samsung,242.63
2320,electronics.smartphone,apple,977.3
2321,electronics.smartphone,samsung,242.63
2322,electronics.smartphone,samsung,128.42
2323,electronics.audio.headphone,jbl,8.49
2324,appliances.environment.water_heater,ariston,111.2
2325,electronics.smartphone,apple,1337.23
2326,appliances.personal.hair_cutter,braun,33.44
2327,electronics.smartphone,samsung,195.06
2328,electronics.smartphone,samsung,229.9
2329,electronics.smartphone,samsung,717.39
2330,electronics.smartphone,apple,976.82
2331,electronics.smartphone,samsung,563.7
2332,electronics.audio.headphone,beats,267.68
2333,electronics.smartphone,samsung,242.72
2334,electronics.smartphone,blackberry,308.63
2335,electronics.audio.headphone,xiaomi,22.8
2336,electronics.smartphone,samsung,275.25
2337,electronics.smartphone,apple,1348.61
2338,apparel.shoes,respect,79.02
2339,appliances.kitchen.microwave,hansa,59.13
2340,electronics.smartphone,samsung,242.63
2341,electronics.smartphone,samsung,128.42
2342,electronics.smartphone,samsung,128.42
2343,kids.carriage,belecoo,100.77
2344,electronics.smartphone,huawei,91.32
2345,electronics.smartphone,apple,1665.36
2346,electronics.smartphone,samsung,128.42
2347,electronics.smartphone,apple,1665.36
2348,kids.swing,lorelli,61.21
2349,electronics.smartphone,xiaomi,114.63
2350,computers.notebook,hp,1101.44
2351,electronics.audio.headphone,apple,160.57
2352,electronics.smartphone,samsung,717.39
2353,electronics.smartphone,samsung,193.22
2354,appliances.kitchen.hob,bosch,326.86
2355,electronics.smartphone,apple,1350.27
2356,electronics.smartphone,apple,722.4
2357,furniture.bedroom.bed,incanto,144.12
2358,electronics.smartphone,apple,1209.55
2359,appliances.environment.vacuum,bosch,105.51
2360,electronics.smartphone,oppo,256.74
2361,electronics.smartphone,samsung,242.63
2362,electronics.audio.headphone,beats,267.68
2363,electronics.smartphone,xiaomi,94.46
2364,electronics.smartphone,apple,1348.61
2365,electronics.smartphone,oppo,166.41
2366,electronics.smartphone,huawei,164.84
2367,electronics.smartphone,apple,722.4
2368,appliances.kitchen.refrigerators,beko,238.3
2369,electronics.smartphone,samsung,128.42
2370,electronics.smartphone,samsung,88.29
2371,electronics.audio.headphone,beats,267.68
2372,electronics.smartphone,samsung,172.23
2373,electronics.smartphone,samsung,128.42
2374,electronics.smartphone,xiaomi,308.44
2375,appliances.kitchen.microwave,arg,56.6
2376,electronics.smartphone,samsung,242.63
2377,electronics.video.tv,kivi,115.04
2378,electronics.smartphone,apple,928.38
2379,electronics.smartphone,samsung,128.42
2380,electronics.smartphone,apple,949.47
2381,computers.notebook,acer,283.09
2382,electronics.smartphone,apple,1337.23
2383,electronics.clocks,fossil,191.51
2384,electronics.smartphone,xiaomi,212.1
2385,computers.peripherals.printer,epson,203.84
2386,electronics.smartphone,apple,949.47
2387,electronics.smartphone,samsung,242.63
2388,electronics.video.tv,tcl,380.96
2389,electronics.smartphone,samsung,362.29
2390,electronics.smartphone,samsung,131.53
2391,electronics.audio.headphone,xiaomi,35.75
2392,electronics.smartphone,xiaomi,398.72
2393,electronics.audio.microphone,trust,9.49
2394,electronics.smartphone,tp-link,97.55
2395,electronics.smartphone,xiaomi,218.54
2396,electronics.smartphone,apple,1485.98
2397,electronics.audio.headphone,apple,180.13
2398,electronics.smartphone,oppo,308.45
2399,electronics.smartphone,apple,458.28
2400,appliances.kitchen.refrigerators,bosch,493.96
2401,computers.desktop,microlab,55.34
2402,electronics.smartphone,apple,458.28
2403,electronics.smartphone,xiaomi,280.57
2404,electronics.smartphone,apple,949.47
2405,electronics.smartphone,apple,787.5
2406,electronics.smartphone,apple,465.91
2407,electronics.smartphone,samsung,128.42
2408,appliances.personal.scales,elenberg,14.13
2409,electronics.smartphone,oppo,179.12
2410,computers.components.memory,kingston,43.24
2411,computers.peripherals.monitor,acer,514.79
2412,electronics.video.tv,tcl,251.95
2413,electronics.smartphone,samsung,229.9
2414,computers.components.videocards,gigabyte,282.89
2415,electronics.smartphone,apple,1453.0
2416,electronics.smartphone,samsung,128.42
2417,electronics.smartphone,oppo,308.45
2418,electronics.smartphone,apple,1558.25
2419,electronics.smartphone,xiaomi,211.92
2420,electronics.smartphone,oppo,256.74
2421,electronics.audio.headphone,apple,31.89
2422,electronics.smartphone,samsung,128.42
2423,electronics.smartphone,oppo,178.87
2424,electronics.smartphone,samsung,128.42
2425,electronics.smartphone,apple,1337.23
2426,electronics.audio.headphone,apple,160.57
2427,electronics.clocks,samsung,290.82
2428,electronics.smartphone,samsung,242.72
2429,electronics.tablet,samsung,154.16
2430,electronics.smartphone,xiaomi,149.3
2431,electronics.smartphone,samsung,275.25
2432,electronics.smartphone,samsung,242.72
2433,electronics.smartphone,samsung,139.68
2434,electronics.smartphone,samsung,242.72
2435,electronics.smartphone,apple,1665.36
2436,electronics.smartphone,apple,358.31
2437,computers.components.hdd,samsung,96.53
2438,electronics.smartphone,apple,465.91
2439,electronics.smartphone,samsung,128.42
2440,electronics.smartphone,apple,1348.61
2441,accessories.bag,lenovo,8.35
2442,electronics.smartphone,apple,722.4
2443,appliances.environment.water_heater,ariston,193.03
2444,appliances.environment.vacuum,samsung,69.45
2445,electronics.audio.headphone,elari,61.65
2446,electronics.smartphone,apple,787.5
2447,electronics.smartphone,samsung,172.22
2448,appliances.kitchen.kettle,elenberg,12.84
2449,appliances.kitchen.blender,braun,48.88
2450,kids.carriage,babyzen,630.65
2451,accessories.bag,deluxe,7.44
2452,electronics.smartphone,oppo,128.68
2453,electronics.smartphone,apple,722.4
2454,electronics.smartphone,apple,1348.61
2455,electronics.smartphone,samsung,139.64
2456,electronics.smartphone,samsung,242.63
2457,electronics.smartphone,samsung,362.29
2458,electronics.smartphone,apple,722.4
2459,electronics.audio.headphone,xiaomi,23.05
2460,electronics.smartphone,apple,358.31
2461,electronics.smartphone,samsung,362.29
2462,electronics.clocks,casio,161.91
2463,electronics.smartphone,apple,1337.23
